text
hamane yaha gA.DI dasa haja़Ara do sau rupae kI kha़rIdI hai|
Apa tho.DA dhIre bola sakate haiM kyA?
itanI rAta ko hamAre yahA.N kyoM Ae ho?
vaha subaha se rAta taka kAma karatA hai|
vaha subaha se rAta taka kAma karatA rahA|
maiM hameshA se pechIde logoM meM dilachaspI letA hU.N|
vaha kala kyoM nahIM AyA?
vaha kala kyoM nahIM AI?
usakI ChoTI bahana bahuta jAnImAnI TIvI sTAra hai|
usakI ChoTI bahana bahuta prasiddha TIvI kalAkAra hai|
lUsI ja़rUra AegI|
mere pAsa paise nahIM hai para sapanA hai!
mujhe abhI bhI nahIM patA|
yahA.N tairanA bahuta kha़taranAka hai|
tuma kyoM nahIM Ae?
ve parvata shikhara taka pahu.Nchane meM safala rahe para lauTa kara nIche Ane ke samaya durghaTanA ho gaI|
jo karanA hai karo para isa bAta kI charchA to ho gI hI|
merI eka aTaichI ga़Ayaba hai|
mujhe apanI eka aTaichI mila nahIM rahI hai|
ho nahIM sakatA ki vaha merI ho kyoMki merI abhI haspatAla meM hai|
chora aMta meM to paka.DA hI jAegA|
ka़AnUnoM kA pAlana karanA bahuta ja़rUrI hai|
apanA kamarA jitanA sAfa-sutharA rakha sakate ho rakho|
unhoMne mAMga karI hai ki isa kitAba kI sArI kaॉpiyA.N naShTa kara dIM jAeM|
maiM DaॉkTara hU.N|
kala rAta maiM bArisha meM phaMsa gayA aura tara tara bhIga gayA|
hama yaha faisalA nahIM le pA raheM haiM ki kaॉleja jAeM yA na jAeM|
mujhe pakkA vishvAsa hai ki tuma nirdosha ho|
"usane apane Apa se kahA: ""maiM bahuta khusha hU.N"""
apane hAtha isa taulie se poMCho|
bahuta romaiMTika hai!
maiM aMgreja़I paDha़ sakatA hU.N|
maiM aMgreja़I paDha़ sakatI hU.N|
tumheM filma dekhanI chahie thI|
la.Dake to la.Dake hI raheMge|
maiM vaha drishya dekha nahIM sakA|
maiM vaha drishya dekha nahIM sakI|
usakI safalatA sAloM kI mehanata kA phala hai|
mere pApA ke bAla safeda ho gae haiM|
behatara hogA ki isa bAta ko anadekhA kiyA jAe|
ghAva abhI pUrI taraha se bharA nahIM hai|
choTa abhI pUrI taraha se ThIka nahIM huI hai|
jaldabAja़I meM kAma karoge to ga़latiyA.N to hoMgIM hI|
maiMne apane mAtA pitA se samparka kiyA|
mere pAsa tumase milane ke lie samaya nahIM hai|
merA Aja aMgreja़I paDha़ne kA mana nahIM hai|
tuma sarakAra kI ora se jA rahe ho yA apane khuda ke kAma ke lie?
usane usake achChepana kA durvyavahAra kiyA|
maiM 1960 meM paidA huA thA|
hama saba dharatI para rahate haiM|
kyA maiM vahAM chala kara jA sakatA hU.N?
bAraha bajane vAle haiM|
relagA.DI meM 15 Dabbe haiM|
hamArI socha yaha hai ki vaha nirdoSha hai|
jaba vaha agalI bAra AegA maiM use isake bAre meM bAtAU.NgA|
jaba vaha agalI bAra AegA maiM use isake bAre meM bAtAU.NgI|
chillAo mata!
chillAIe mata|
merI dono bahaneM shAdIshudA haiM|
vaha kahAnI suna kara pAgala ho gayA|
vaha dukAna chama.De ke utpAda bechatI thI|
karATe nihatthe rakShA kI kalA hai|
karATe behathiyAra rakShA kI kalA hai|
vaha kitAba ko kharIdanA chAhtA thA|
isa noTa ko sikkoM meM badala dIjie|
unhoMne ja़yAdA mehanata se kAma karane kA irAdA kiyA|
mAfa kijie para maiM Apase sahamata nahIM hU.N|
maiM tumase sahamata nahIM hU.N|
maiM isa koTe taka bhalA kaise pahuMcha sakatA hU.N?
tuma relagA.DI se jAoge kyA?
maiM use pahachAnatA hU.N para maiMne usase kabhI bAta nahIM karI hai|
maiM use pahachAnatA hU.N para maiM usase kabhI milA nahIM hU.N|
mujhe isa viShaya para kuCha nahIM kahanA hai|
mujhe isa samasyA ke bAre meM kuCha nahIM kahanA hai|
maiM eka rAta aura raha sakatA hU.N kyA?
usane hameshA kI taraha lAparavAhI meM ga़latI kI|
DabbA laka.DI kA banA hai|
abhI kitane baje haiM?
abhI kyA samaya ho rahA hai?
jo sahI hai vo karo|
tamheM nahIM lagatA ki esI kuCha ja़yAdA hI teja़ chala rahA hai?
daravAja़e para tAlA lagA huA thA aura hama aMdara nahIM jA sake|
vaha vaha khi.DakI hai jisako Taॉma ne kala tho.DA thA|
yaha upanyAsa bahuta romAMchaka hai|
unhoMne apane Upara musIbata bulAI|
DaॉkTara ne use sigareTa na pIne kI salaha dI|
DaॉkTara ne unheM sigareTa na pIne kI salaha dI|
Apa koI dilachaspa kitAba paDha़ raheM haiM kyA?
tuma koI dilachaspa kitAba paDha़ rahe ho kyA?
tuma koI dilachaspa kitAba paDha़ rahI ho kyA?
yaha siddhAMta mere samajhane se bAhara hai|
vaha ChupAChupI kamare se nikalA kisI ne bhI usako nahIM dekhA|
jarmana to Cho.Do vaha to aMgreja़I bhI nahIM bola sakatA|
usa dina havA bahuta teja़ thI|
usa la.DakI ne rone ke alAvA aura kuCha nahIM kiyA|
tuma brija para kha.De hue AdamI ko jAnate ho kyA?
una do maMdiroM meM todAijI ba.DA vAlA hai|
tuma hameshA ke lie to jApAna nahIM jA rahe ho nA?
kanADA meM kaunasI bhAShAeM bolI jAtI haiM?
kha़rIdo yA na kha़rIdo tumhAre Upara hai|
maiM pUrI subaha se chiTThiyA.N likha rahA hU.N|
maiM pUrI subaha se chiTThiyA.N likha rahI hU.N|
jo marane vAle haiM ve tumheM salAma karate haiM|
jo marane vAle haiM ve Apako salAma karate haiM|
yahAM DAka TikaTeM nahIM bechI jAtIM haiM|
agara ho sakatA hai to isa shanivAra yA ravivAra|
usane dinoM taka khAnA nahIM khAyA|
usane gAte gAte kAma kiyA|
maiM pareshAna thA kyoMki mujhe frAMsIsI bolanI nahIM AtI thI|
maiM TaiksI kA iMteja़Ara kara rahA thA|
maiM TaiksI kI pratIkShA kara rahA thA|
usane usase paise juTAne ke lie kahA|
maiM kamare kI safAI karU.N kyA?
vaha paisevAlA to hai para bharosemaMda nahIM hai|
mushkila yaha hai ki unake pAsa samaya nahIM hai|
ka़AnUna ne logoM ko fuTabaॉla khelane se bahuta dera taka rokA|
maiM dopahara bAraha baje khAnA khAtA hU.N|
laMdana ke logoM ko isa brija para garva hai|
usane mujhase usakI asabhyatA ke bAre meM shika़Ayata karI|
usane sAMkhyika rUpa meM dinAMka likhA|
usane mere aj~nAna para AshaMkA jatAI|
mAno koI sapanA sacha A gayA ho|
usane mujha para beImAnI kA doSha lagAyA|
yahAM baiThiye|
apanA vAdA mata to.Do|
usane jaise hI apanI mammI ko dekhA vaha chillA uThI|
maiM isa yojanA se sahamata hU.N|
vaha apane bAla kaTavAnA chAhtI thI para usakI mammI rAja़I nahIM thI|
vaha arabI paDha़ sakatA hai|
usane yaha kitAba kala paDha़I thI|
maiM AtishabAjiyA.N dekha rahA hU.N|
maiM tumase bAta karanA chAhtA hU.N|
mujhe batAo kyA huA|
vaha chiMtita hai kyoMki piChale kuCha mahInoM se usake beTe kI koI bhI kha़bara nahIM AI hai|
usane kisI bhI mauke ko hAtha se jAne nahIM diyA|
hama jaldabAja़I meM Trena sTeshana gae|
maiM pairisa jAkara ArTa paDha़nA chAhatA hU.N|
maiM pairisa jAkara ArTa paDha़nA chAhatI hU.N|
jaMga ne desha ko naShTa kara DAlA|
usakA charitra usakI bahana se milatA-julatA hai|
ve aMgreja़I sIkhane ko taiyAra haiM|
filma dekhane chaleM kyA?
ho sake to maiM usase milanA nahIM chAhU.NgA|
ho sake to maiM usase milanA nahIM chAhU.NgI|
vaha chiTThI ko DAka meM DAlanA bhUla gaI|
vaha chiTThI ko DAka karanA bhUla gaI|
mujhe nIMda A gaI|
aisA aksara hotA hai|
maiM apanI mammI ke lie tohfA DhU.NDha rahA hU.N|
vaha apane parivAra ke sukha ke lie bahuta mehanata karatA thA|
shera mAsa khAte haiM|
shabdakosha (DikshanarI) ke binA aMgreja़I kI paDha़AI karanA bahuta mushkila hogA|
bAda meM mileMge|
phira mileMge|
tuma Aja subaha dera se kyoM Ae?
usane paisevAle se shAdI kI|
maiM apanI mA.N kA iMteja़Ara kara rahA hU.N|
una dinoM meM maiM (rAta meM) jaldI se so jAyA karatA thA|
yaha tho.DI sI davAI dina meM tIna bAra lenI hotI hai|
vaha sa.Daka nadI ke sAtha sAtha chalatI hai|
mujhe nIlA vAlA pasaMda hai kitane kA hai?
mujhe nIlI vAlI pasaMda hai kitane kI hai?
ATha se dasa baje ke bIcha huA|
ATha se dasa baje ke bIcha huI|
bachche para dhyAna rakhanA tho.DI dera ke lie|
pApA bAtharUma meM dADha़I banA rahe haiM|
vaha aurata paisevAlI lagatI hai|
vaha aurata dikhane se amIra lagatI hai|
mere paise chorI ho gae|
bAdala ChaMTa rahe haiM|
hamAre pAsa kitanI kaToriyA.N haiM?
tumheM patA nahIM ki ve do sAla pahale hI guja़ra chuke the?
Aja mausama bahuta garama hai|
mujhe apanA nAma aura fona nambara batAIye|
vaha bhArata ke kisI gA.Nva meM raha rahI hai|
Aja mausama kAfI ThaMDA hai|
hama usa para kitanA bharosA kara sakate haiM?
esI bahuta AvAja़ karatA hai|
maiM dono ko jAnatA thA|
maiM hAla meM kAfI vyasta rahA hU.N|
koI hai kyA?
hame pa.DosiyoM ke sAtha premapUrvaka rahanA chahie|
tuma hamase milane kyoM nahIM Ate?
unako dUra se baMdUka kI AvAja़ sunAI dI|
jaba maiM sa.Daka para usake sAmane se gayA usane jAnabUjhakara mujhe pahachAnA nahIM|
vaha merI ga़latI thI|
tumhArA sapanA eka dina sacha ho jAegA|
jaba vaha nahIM kara sakate jo karanA chAhte ho to vaha karo jo kara sakate ho|
jaॉrja busha amarIkA kA ikatAlisavA rAShTrapati hai|
TIvI seTa ke lie aura jagaha nahIM hai|
hama saba tumhAre svAsthya ke lie bahuta chiMtita haiM|
yaha tumhAre lie hai|
videShI bhAShA sIkhanA bahuta maja़edAra hotA hai|
usake hisAba se vaha nahIM A rahA|
usake hisAba se vaha nahIM A rahI|
tho.DI U.NchI AvAja़ meM bolie|
hama jaMga ke kha़ilAfa haiM|
hama yuddha kA virodha karate haiM|
"kauna hai? ""maiM hU.N"""
maiM khushakisamata thA ki safala ho gayA|
tumheM kaॉnasarTa kI TikaTeM kaise milIM?
vaha isa klaba kA sadasya pA.Ncha sAla pahale banA thA|
obona ke samaya meM rela sTeshanoM para bhAgA-dau.DI machI rahatI hai|
use saba pasaMda karate haiM|
meja़ para kitAba hai|
yaha vahI kitAba hai jise maiM paDha़nA chAhtA thA|
"kUTashabda ""Muriel"" hai|"
"pAsavarDa ""Muriel"" hai|"
tuma pariyoM meM vishvAsa karate ho kyA?
tuma pariyoM meM vishvAsa karatI ho kyA?
hamane eka sAtha filma dekhI aura khAnA khAyA|
skUla apraila meM shurU hotA hai|
usane baMda daravAja़e para khaTakhaTAyA|
jaॉna mujhase do sAla ChoTA hai|
usane vasIyata meM apanI patnI ko sArI jAyadAda Cho.Da dI|
mere pitA neM apanI vasIyata meM mujhe bahuta sAre paise Cho.De the|
DaॉkTara ne merI nabja़ lI|
maiM mainejara se milanA chAhtA hU.N|
maiM mainejara se milanA chAhtI hU.N|
Apa kahA.N rahate haiM?
tuma kahA.N rahate ho?
tU kahA.N rahatA hai?
tuma kahA.N rahatI ho?
tU kahA.N rahatI hai?
relagA.DI se chalate haiM|
tumane asalI hIrA kabhI dekhA hI nahIM hai|
hamArI Aja skUla se ChuTTI hai|
tuma nAkAmayAba isalie rahe kyoMki tumane pUrI taraha mehanata nahIM lagAI|
usake pAsa vaha gA.DI kha़rIdane ke lie paise haiM|
maiM Trena se kobe (sanavhU) gayA|
maiM samajhatA hU.N tuma kyoM nahIM jAnA chAhte|
tuma jaba AnA chAhte ho AnA|
kyA? mujhe sunAI nahIM diyA tumane kyA kahA|
kyA? mujhe sunAI nahIM de rahA tuma kyA kaha rahe ho|
isa gA.Nva meM chIja़e hamAre gA.Nva ke mukAbale bahuta sastI haiM|
tuma pahale kisa ghara meM rahate the?
itane teja़ bahAva meM tairanA bahuta khataranAka hai|
usa sUparamArkeTa meM tuma lagabhaga koI bhI rojAne meM istemAla hone vAlA sAmAna kha़rIda sakate ho|
maiMne dUdha kI do botaleM kha़rIdIM|
vaha mashIna bahuta sArI bijalI banAtI hai|
vaha DabbA bahuta ChoTA hai usameM itanA sArA sAmAna nahIM AegA|
isa kamare meM dhUmrapAna karanA manA hai|
mujhe nahIM patA vaha kaba AegA|
mujhe nahIM patA vaha kaba AegI|
ainaDarsana kuttoM se bahuta DaratA hai|
mujhe daMta chikitsaka se milanA hai|
maiM tIna dinoM se nahIM soyA hU.N basa thakAna se marA jA rahA hU.N|
tuma kala isa samaya kahA.N para hoge?
tuma Aja subaha kitane baje uThe the?
chAbiyoM ko franTa Deska se lene ke bAda maiM lifTa lekara apane kamare vAlI maMja़ila taka gayA|
yaha reDiyo kitane kA hai?
vaha garmI pasaMda nahIM karatA|
vaha garmI pasaMda nahIM karatI|
hara desha meM alaga alaga rivAja़ rakhe jAte haiM|
yaha kalama merI hai|
tumhAre khyAla se tuma amrIkA meM sirfa eka Daॉlara meM eka pUrA dina bitA sakate ho kyA?
hama kAma khatama karake ghara lauTa gae|
hama kAma khatama karake ghara lauTa Ae|
tuma apanI A.NkhoM se sitAre dekha sakate ho para agara dUrabIna istemAla karo to tAre aura bhI ja़yAdA sAfa naja़ra AeMge|
tuma ChuTTiyA.N kahA.N jA kara bitAnA chAhate ho?
havA kI AvAja़ bahuta DarAvanI hai aisA lagatA hai ki bhUtoM kI AvAja़eM hai|
mujhe ulTI A rahI hai|
yaha nadI eka mIla chau.DI hai|
hAla hI meM girI huI barafa ne pahA.Da ko safeda raMga diyA hai sacha meM bahuta hI suMdara hai|
hamArI kala skUla kI ChuTTI hai|
usane ja़ora lagAkara khIMchA para vaha purAnA patthara ja़rA sA bhI nahIM hilA|
tuma maMgalavAra ko khAlI ho kyA?
tumhAre pAsa maMgalavAra ko samaya hai kyA?
maiMne usakI AvAja़ sunane ke bAda hI use pahachAnA|
tumhArI krisamasa achChI manI kyA?
savAla yaha hai ki vaha AkhirakAra AegA ki nahIM|
savAla yaha hai ki vaha AkhirakAra AegI ki nahIM|
usake mana lagAkara paDha़AI karane ke bAvajUda vaha TesTa meM fela ho gayA|
maiM ऑksafarDa vishvavidyAlaya meM vidyArthI hU.N|
pahale ke mukAbale meM aba kAfI behatara hai|
TamATara vAstava meM sabaja़I nahIM hai phala hai|
yaha ChAtA tumhArA hai kyA?
tumane isa skarTa ko kitane ke lie kha़rIdA?
bahuta dera ho gaI hai mujhe vApasa jAnA chahie|
tumane apanA kamarA sAfa kiyA hai ki nahIM?
hama tumhAre sAtha saira karane chaleM kyA?
tuma khulakara bAta kara sake kyA?
mujhe rAta ko khAnA khAne ke bAda apane bhAI ko usake homavarka ke sAtha madada karane kI Adata hai|
usakI mA.N khAnA banAne meM lagI huI thI|
usake pAsa tho.De-bahuta paise haiM|
meja़ ke nIche eka billI hai|
mere kha़yAla se tumhe sigareTa pInA Cho.Da denA chahie|
maiM tumhe sigareTa pInA Cho.Da dene kI salAha denA chAhtA hU.N|
tuma jo bhI kaho maiM to usase shAdI kara ke hI rahU.NgA|
tuma jo bhI kaho maiM to usase hI shAdI karU.NgA|
usane TUTe hue Tuka.DoM ko vApasa jo.DA|
vaha nIche jhukI|
tuma mujhe pA.Ncha sau yena udhAra de sakate ho kyA?
maiM thakAna se marA jA rahA thA|
vaha vahA.N jAne se DaratA thA|
chalo chaleM jitanI sArI chIja़eM dekha sakate haiM dekha Ae.N|
na maiMne madada mA.NgI hai na maiM madada chAhtA hU.N|
usako apane purAne kapa.Do para sharma AtI hai|
ailana kavi hai|
usane mujhase pUChA ki maiM usakA patA jAnatA thA yA nahIM|
hame kisI bhI chIja़ kI kamI nahIM hai|
bachchA pAlanI meM so gayA|
vaha usI para bharosA kara sakatI hai|
usakA bayAna yaha hai|
mere pAsa Aja bahuta kAma hai|
duniyA chAya ke binA kyA karegI?
hamArI chiMtA mata karo|
tuma Tokyo meM rahate ho kyA?
do la.Dake kamare se bhAge nikala Ae|
merI usase mulAkAta nahIM huI hai|
tuma chalane ke lie taiyAra kaba hoge?
tuma kuCha bolate kyoM nahIM?
mere dimAga़ meM eka achChI taraka़Iba sUjhI hai|
usa moTI aurata ne eka baMdara paka.DA huA thA|
myuja़iyama meM ja़indA jAnavara nahIM haiM|
yaha tasavIra jo unhoMne peMTa karI hai bahuta ka़ImatI hai|
usa taraha kA AdamI mujhase jhilatA nahIM hai|
bhUkampa Ane para tuma sabase pahale kyA karoge?
maiM gyAraha baje kI Trena paka.Da rahA hU.N|
maI apraila ke bAda AtA hai|
yahA.N bahuta garama hai|
kyA maiM daravAja़A khola sakatA hU.N?
baॉba yahA.N AyA thA nA?
merI do bahaneM haiM aura dono kI shAdI ho chukI hai|
tumhArI yAdadAshta achChI hai|
usane mujhase jalda-se-jalda uttara dene ke lie kahA|
mujhe kisI ke khaTakhaTAne kI AvAja़ sunAI dI|
usane mere lie TeksI bulavAI|
kisI ne bhI usake nirdoSha hone para vishvAsa nahIM kiyA|
usakA beTA AlasI aura nikammA hai|
nae brija ko indradhanuSha brija kA nAma diyA gayA|
maiM bArisha kI vajaha se A nahIM pAyA|
mujhe yAda hai ki merI mA.N ne mujhe ka-kha-ga-dha sikhAe the|
vaha bahuta suMdara hai|
maiM eka ChoTI aTaichI ko DhU.NDha rahA hU.N|
maiM Apake lie kurasI leAU.N?
bachchoM ko davAIyoM se dUra rakhanA chahie|
tumane mere sAmAna ke sAtha kyA kiyA?
usane bachche ko Aga se bachAyA|
A B se pA.NchagunA lambA hai|
yaha merI kA kuttA hai|
mere kha़yAla se Ama ja़indagI jInA bahuta achChI bAta hai|
mene use niyama samajhAyA|
mujhe Aja tho.DA jaldI ghara jAnA hai|
vaha to aise bAta karatI hai jaise use saba kuCha patA ho|
kuCha netrahIna vyaktiyoM meM unake AAsa-pAsa kI chIja़oM kI dUrI ko mahasUsa karane kI kShatipUraka kShamatA paidA ho jAtI hai|
isa davAI kA svAda bahuta ka.DavA hai|
kRRipayA aMdara AIye|
merI dikhane meM to apanI mA.N kI taraha hai para charitra meM alaga hai|
Apa eka aura kapa chAya pInA chAheMge kyA?
kala maiM pUre dina bistara meM thA|
jaॉna ne merI se pUChA ki vaha dopahara meM usake sAtha bAja़Ara jAnA chAhtI hai kyA|
Apako lAIna meM lagakara iMteja़Ara karanA pa.DegA|
mujhe kala taka isake bAre meM kuCha bhI nahIM patA thA|
agara kala bArisha huI to tuma ghara meM rahoge kyA?
mujhe isa pahA.Da ke bAre meM jAnanA hai|
chAdareM gIlIM lagatIM haiM|
maiM to saMtuShTa hU.N|
maiM kala usase milane jAU.NgA|
maiM yahA.N se agale ravivAra ko sADha़e dasa baje nikala jAU.NgA|
mujhe yaha vAlA pasaMda hai|
jApAna meM ghara ke aMdara jAne ke samaya jUte utAre jAte haiM|
havAIjahAja़ ne ThIka ChaH baje u.DAna lI|
tumhAre kha़yAla se vaha kauna hai?
agara kuCha karanA hai to DhaMga se karo|
maiM purAne maMdiroM ko dekhane jAne kA shaukIna hU.N|
maiMne pUrI rAta kAma kiyA|
maiMne rAtabhara kAma kiyA|
maiMne sunA hai ki kairala aura vila aba eka sAtha nahIM haiM|
vaha kabhI-kabhAra mujhase milane AtA thA|
vimAna durghaTanA ne do sau logoM kI jAneM leM lIM|
mujhe nahIM patA ki usako patA hai ki nahIM|
tuma kabhI afrIkA gae hue ho kyA?
Apa kabhI afrIkA gae hue haiM kyA?
yaha mahAshaya bahuta jAne-mAne piyAnisTa haiM|
usane TopI pahanI huI hai|
